movie_id,title,genres,description
975,Charlie and the Chocolate Factory,Family Fantasy,"A poor boy wins a tour of a bizarre and wondrous candy factory."
976,Fantastic Mr. Fox,Family Animation,"A clever fox returns to his thieving ways and causes chaos for farmers."
977,The BFG,Family Fantasy,"A girl befriends a big friendly giant and helps stop man-eating giants."
978,Because of Winn-Dixie,Family Drama,"A lonely girl befriends a scruffy dog who brings a town together."
979,Charlotte's Web,Family Fantasy,"A pig and a spider form a friendship that changes his fate."
980,The Tale of Despereaux,Family Fantasy,"A brave little mouse defies expectations in a kingdom of fear."
981,Flora & Ulysses,Family Comedy,"A girl adopts a squirrel with strange superhero abilities."
982,The Kid Who Would Be King,Family Fantasy,"Schoolchildren must save Britain with the legendary sword Excalibur."
983,The House with a Clock in Its Walls,Family Fantasy,"A boy discovers his uncle is a warlock and their house hides a ticking secret."
984,Goosebumps,Family Horror Comedy,"Monsters from R.L. Stine's books escape into the real world."
985,Goosebumps 2: Haunted Halloween,Family Horror Comedy,"Another batch of creatures is unleashed during Halloween."
986,A Series of Unfortunate Events,Family Dark Comedy,"Three orphans continually outwit their greedy guardian."
987,The Spiderwick Chronicles,Family Fantasy,"Children discover a hidden world of magical creatures around their home."
988,How to Eat Fried Worms,Family Comedy,"A boy takes on a disgusting food challenge to prove himself."
989,The Odd Life of Timothy Green,Family Fantasy,"A mysterious boy with leaves on his legs changes a couple's life."
990,Bridge to Terabithia (Alt Cut),Family Drama,"An alternate edit of two friends creating a magical imaginary kingdom."
991,The Muppet Movie,Family Comedy,"Kermit travels to Hollywood meeting fellow Muppets along the way."
992,The Muppets (2011),Family Comedy,"Fans reunite the Muppets to save their old theater from a greedy businessman."
993,Muppets Most Wanted,Family Comedy,"A mistaken-identity case sends Kermit to prison while a criminal takes his place."
994,Peter Pan & Wendy,Family Fantasy,"A modern retelling of the boy who never grows up and his adventures in Neverland."
995,Christopher Robin (Alt Cut),Family Drama,"An alternate edit of the grown-up Christopher reconnecting with Pooh."
996,Wonka,Family Fantasy,"A young Willy Wonka pursues his dream of creating a magical chocolate factory."
997,Alexander and the Terrible Horrible No Good Very Bad Day,Family Comedy,"A boy's bad day spreads to his whole family in hilarious ways."
998,Stuart Little,Family Comedy,"An adopted mouse joins a human family and wins over a skeptical cat."
999,Stuart Little 2,Family Comedy,"Stuart helps a mysterious bird while navigating sibling life."
1000,Babe,Family Comedy,"A polite pig learns to herd sheep and surprises everyone on the farm."
